user_id,username,location,age,gender,preferences
664,francinea764,,,,"non-smoking rooms, accessible rooms, wheelchair access, wifi, flatscreen tv, separate living room, english, executive lounge access, outdoor pool, guestrooms, interconnected room(s) available, stay, breakfast available, pool view, suites, ensuring hassle-free travel, business center, internet, bath / shower, multilingual staff, meeting rooms, safe, evening entertainment, outdoor dining area, hotels and resorts, desk, breakfast in the room"
665,Tour03385874642,,,,"healthclub, experience, personal trainer, charlene and morad were extremely accomodating and great service is at the top of what they do, fitness classes, we are privilege enough to go to this property., quality, stay, the staff at this property are all great!"
666,SonNash,Kuwait,,,"holiday inn kuwait salmiya, fitness center, spa, safe, fitness / spa locker rooms, bath / shower, interconnected room(s) available, stay, kuwait, steam room"
667,63abedh,,,,"concierge, pool view, fitness center, accessible rooms, pool, ensuring hassle-free travel, fitness classes, heated pool, interconnected room(s) available, multilingual staff, stay, indoor play area for children"
668,mrr770,"Salalah, Dhofar Governorate",,,"satisfaction, extended stay, business traveler, suites, concierge, salamiya, restaurant, outside, 24-hour front desk, guest rooms, air conditioning, multilingual staff, safe, salmiya, quality"
669,nskliebo,"Amman, Amman Governorate",,,"satisfaction, business traveler, suites, non-smoking rooms, design, non-smoking hotel, best western® hotels & resorts, la, guest rooms, best western plus salmiya, flatscreen tv, quality"
670,Nagesh6126,"Udupi, Udupi District, Karnataka",,,"satisfaction, concierge, suites, breakfast buffet, design, breakfast included, free airport transportation, multilingual staff, airport transportation, safe, quality"
671,Sanket2024,Kuwait City,,,"satisfaction, quality"
672,432pankajr,,,,"extended stay, english"
673,Raed-engineer,Saar,,,"shower enclosures, facial lift, breakfast area, face-lift"
674,fat113,"Paris, Ile-de-France",,,"leaders plaza salmiya elegant nautical theme, suites, and fourth, pool, breakfast included, walking distance, beachfront, third"
675,mohammedh585,,,,"suites, design, refinement, walking distance, luxury"
676,Saran6274,Kuwait City,,,restaurant
677,2019CP,,,,"non-smoking rooms, express check-in / check-out, le royal express, wifi, and a concierge., english, 24-hour front desk, sakura, holiday inn salmiya, lifestyle, the hotel features a 24 hour front desk, convenience, non-smoking hotel, business center, internet, arabic, comfort, le royal express salmiya is a budget friendly hotel offering air conditioning in the rooms, meeting rooms, private check-in / check-out, concierge, iron, le royal express salmiya, hindi, salmiya, breakfast in the room"
678,Guide496228,,,,convenience
679,K6107DYsameha,,,,"non-smoking rooms, le royal express, wifi, free internet, and a concierge., english, 24-hour front desk, sakura, room service, air conditioning, holiday inn salmiya, lifestyle, the hotel features a 24 hour front desk, convenience, non-smoking hotel, business center, comfort, restaurant, le royal express salmiya is a budget friendly hotel offering air conditioning in the rooms, meeting rooms, private check-in / check-out, concierge, le royal express salmiya, salmiya"
680,abdelrahmanhassang,"Al Khafji, Eastern Province",,,"english, wifi, internet, air conditioning, lifestyle"
681,vesta112,"Muscat, Muscat Governorate",,,free parking
682,rubyrain123,"Birmingham, West Midlands, England",,,"soundproof rooms, english, non-smoking hotel, vip room facilities, family rooms, airport transportation"
683,mfwonders,"Abu Dhabi, Emirate of Abu Dhabi",,,
684,fatin,"Manchester, Greater Manchester, England",,,"english, pool, vip room facilities, family rooms, air conditioning"
685,lkss2018,"Duisburg, North Rhine-Westphalia",,,"medina, raft, ctm, sun umbrellas, riad salmiya dune, essaouira, english, pancakes, viennese pastries, family rooms, yolanda, sun-drenched patio., breakfast, rooftop terrace, breakfast included, internet, bursa, private bathroom, sun terrace, french, the individually decorated rooms open onto a bright, riad"
686,F9332DGclairej,,,,"non-smoking rooms, shared lounge / tv area, wifi, sun umbrellas, riad salmiya dune, relaxation, essaouira, family rooms, yolanda, suites, breakfast, kids activities, rooftop terrace, breakfast included, internet, bursa, private bathroom, sun terrace, the individually decorated rooms open onto a bright, beach access, riad"
687,TheTravellingSurgeon,"Bradfield, Manningtree, Essex, England",,,"essaouira, breakfast, english, rooftop terrace, breakfast included, wifi, sun terrace, french, internet, bursa, riad, the individually decorated rooms open onto a bright, ctm, riad salmiya dune, variation, private bathroom"
688,clodi103,,,,"ctm bus station, non-smoking rooms, pool / beach towels, shared lounge / tv area, wifi, ctm, traditional, sunbathing, relaxation, essaouira, eatery, traditional furniture, public wifi, breakfast, non-smoking hotel, breakfast included, variation, private bathroom, french, the individually decorated rooms open onto a bright, beach access, housekeeping, riad"
689,U6887HFmartinh,"Newton Abbot, Devon, England",,,"essaouira, suites, breakfast, rooftop terrace, breakfast included, sun terrace, internet, family rooms, public parking, the individually decorated rooms open onto a bright, ctm, riad salmiya dune, traditional, riad, sun-drenched patio., relaxation, free parking"
690,118ratank,,,,"functional, comfortable, comfort, interconnected room(s) available, holiday inn suites kuwait salmiya, lifestyle"
691,662ronaldb,,,,"functional, comfortable, breakfast buffet, residence, kuwait, separate living room, sea views, interconnected room(s) available, holiday inn suites kuwait salmiya, coffee / tea maker, lifestyle, breakfast available, pool view, separate dining area, internet, comfort, bath / shower, safe, alteries, design, breakfast in the room"
692,Jack-miller5,,,,"restaurant, functional, pool view, comfortable, holiday inn suites kuwait salmiya, design, pool, dining area, separate dining area, comfort, indian, outdoor pool, interconnected room(s) available, residence, safe, lifestyle, poolside bar"
693,jonlR7965XB,Kuwait City,,,"concierge, functional, comfortable, alteries, dining area, outdoor dining area, design, separate dining area, internet, residence, comfort, workspace, interconnected room(s) available, restaurant, chinese, lifestyle"
694,I756NFfatimaf,,,,"functional, pool view, comfortable, suites, english, comfort, indian, interconnected room(s) available, kuwait, holiday inn suites kuwait salmiya, lifestyle, separate living room"
695,150nataliab,"Larnaca, Larnaka District",,,"washing machine, kitchenette, laundry service, room service, safe"
696,vrm0758,"Navi Mumbai, Maharashtra",,,"multilingual staff, fitness center, pool"
697,stellaf849,Kuwait City,,,restaurant
698,luisbah,Manama,,,"currency exchange, non-smoking rooms, breakfast buffet, banquet room, sauna, flatscreen tv, hot tub, airport transportation, spa, rooftop pool, family rooms, outdoor pool, room service, conference facilities, suites, pool, business center, breakfast included, bar/lounge, internet, arabic, doorperson, restaurant, multilingual staff, meeting rooms, concierge, smoking rooms available, breakfast in the room"
699,49PeterR,,,,"breakfast included, breakfast buffet"
700,mohamednC1583BG,Bahrain,,,"smoking rooms available, internet, bar/lounge, sauna, outdoor pool, doorperson, multilingual staff, breakfast in the room"
701,429leef,"County Durham, England",,,"concierge, suites, breakfast buffet, accessible rooms, business center, breakfast included, internet, breakfast available"
702,M680GStimr,,,,"concierge, multilingual staff, suites"
703,680zulr,"Kuala Lumpur, Wilayah Persekutuan",,,"concierge, suites, accessible rooms, internet, arabic, housekeeping, restaurant, safe, multilingual staff"
704,Journey04773167687,Kuwait City,,,"restaurant, kitchenette, multilingual staff"
705,matsr272,,,,"concierge, safe"
706,siddharthad2023,,,,"concierge, therapeutic, burns, sultanchef, internet, business, restaurants, rejuvenation, attractions, restaurant, luxury environment, safe, multilingual staff, rest, pleasure"
707,gulerkoc,,,,"concierge, smoking rooms available, internet, jw marriott hotel kuwait city, rejuvenation, attractions, multilingual staff, luxury environment, safe, pleasure"
708,G9100WXvincenzop,"New York City, New York",,,breakfast buffet
709,mo1012018,"Dubai, Emirate of Dubai",,,"non-smoking rooms, kuwait city marriott, business, flatscreen tv, hot tub, suites, pool, business center, bar/lounge, internet, parking, attractions, multilingual staff, safe, free parking, concierge, sultanchef, indoor pool, rejuvenation, heated pool, luxury environment"
710,Annie633,"Los Angeles, California",,,"business, suites, battleground, internet"
711,Jassim_Mohd577,Qatar,,,"residence, suites, english"
712,Thebates22,"Chester, Cheshire, England",,,"breakfast buffet, residence, kuwait, 5-star hotel, english, immerse yourself in an atmosphere of enchantment, telephone, coffee / tea maker, breakfast available, good food, sheraton kuwait, breakfast included, vip room facilities, internet, personal trainer, heritage, doorperson, multilingual staff, safe, concierge, emile barakat, enchantment, bidet, luxury, kuwait city, desk, breakfast in the room"
713,CHBonner,"Huntsville, Alabama",,,"suites, english, breakfast buffet, valet parking, smoking rooms available, breakfast included, residence, internet, 24-hour front desk, desk, luxury, atm on site, parking, multilingual staff, breakfast available, breakfast in the room"
714,HongKongStars,"Papeete, Tahiti, Society Islands",,,"multilingual staff, english, breakfast buffet, sheraton kuwait, breakfast included, internet, breakfast in the room, wake up service / alarm clock, bath / shower, residence, coffee / tea maker, desk, breakfast available"
715,NateMarriottExplorer,"Kuala Lumpur, Wilayah Persekutuan",,,"suites, breakfast buffet, immerse yourself in an atmosphere of enchantment, sheraton kuwait, provide you with everything needed for a 5-star experience, breakfast included, vip room facilities, enchantment, luxury, kuwait city, 5-star hotel, bath / shower, multilingual staff, kuwait, opulence, breakfast available, coffee / tea maker, breakfast in the room"
716,mohdaC5722GH,,,,"concierge, english, outdoor furniture, monoprix, non-smoking hotel, pool / beach towels, rooftop terrace, wi-fi, indoor pool, adult pool, one-, sauna, leisure opportunities, bath / shower, kuwait, breakfast available, breakfast in the room"
717,CheccoForgione1887,,,,"currency exchange, snack bar, pool / beach towels, wi-fi, first aid kit, sauna, parking garage, laundry service, kuwait, tv, marriott executive apartments kuwait city, english, monoprix, free private parking nearby, adult pool, apartment, air conditioning, features 164 modern residential apartments ranging from spacious studio, breakfast available, workspaces, outdoor furniture, fitness center, non-smoking hotel, baggage storage, rooftop terrace, valet parking, secured parking, one-, clothes dryer, washing machine, luxury serviced apartments brand of its kind in the country, parking, bath / shower, restaurant, meeting rooms, concierge, free wifi, indoor pool, 24-hour security, heated pool, fitness / spa locker rooms, leisure opportunities, two- and three-bedroom apartments that offer soothing spaces with spectacular views of, shops, breakfast in the room"
718,22mariama,,,,"one-, features 164 modern residential apartments ranging from spacious studio, apartment"
719,DayTrip24457825287,,,,"concierge, english, non-smoking hotel, wi-fi, rooftop terrace, adult pool, one-, tv, leisure opportunities, bath / shower, kuwait, meeting rooms, breakfast available, breakfast in the room"
720,359bushram,Qatar,,,"concierge, english, non-smoking hotel, rooftop terrace, one-, kuwait"
721,144shahada,,,,"hilton kuwait resort, state-of-the-art facilities and superb accommodations guarantee an unforgettable stay., accessible rooms, modern style, classic arabian hospitality, contemporary resort, middle eastern, safe, private pool, private balcony, multilingual staff, kuwait, international class accommodations, comfortable and stylishly decorated kuwait accommodations, business and leisure travelers alike, seating area"
722,alabdlmohsnk,,,,"kids stay free, hilton kuwait resort, state-of-the-art facilities and superb accommodations guarantee an unforgettable stay., confidence, kids activities, safe, follies, kids pool, getaway, beach access, beachfront, multilingual staff, kuwait, classic arabian hospitality, comfortable and stylishly decorated kuwait accommodations, business and leisure travelers alike"
723,27hamdans,,,,"non-smoking rooms, accessible rooms, express check-in / check-out, follies, international class accommodations, business and leisure travelers alike, english, confidence, family rooms, beachfront, views of the arabian gulf, classic arabian hospitality, private balcony, comfortable and stylishly decorated kuwait accommodations, seating area, kids stay free, pool view, suites, state-of-the-art facilities and superb accommodations guarantee an unforgettable stay., butler service, non-smoking hotel, getaway, multilingual staff, amarah, safe, gulf, concierge, hilton kuwait resort, walk-in shower, middle eastern"
724,hemantb853,,,,"pool view, hilton kuwait resort, state-of-the-art facilities and superb accommodations guarantee an unforgettable stay., confidence, spa, pool, steam room, getaway, spa treatments, multilingual staff, classic arabian hospitality, comfortable and stylishly decorated kuwait accommodations, business and leisure travelers alike"
725,G2613GKahmedk,,,,"chalet, pool view, suites, state-of-the-art facilities and superb accommodations guarantee an unforgettable stay., accessible rooms, confidence, family rooms, getaway, housekeeping, private balcony, multilingual staff, comfortable and stylishly decorated kuwait accommodations, business and leisure travelers alike"
726,omazuz,Kuwait City,,,"concierge, pool view, suites, accessible rooms, vip room facilities, bridal suite, interconnected room(s) available, luxury, middle eastern architecture, room service, sofa, resort-like spaciousness, multilingual staff, relaxation, seating area"
727,931rakeshg,"Andalous, Kuwait City",,,"suites, accessible rooms, butler service, vip room facilities, bridal suite, interconnected room(s) available, complimentary toiletries, luxury, housekeeping, room service, resort-like spaciousness, multilingual staff, safe"
728,sara_abdul1,"Dubai, Emirate of Dubai",,,"dazzling art, interconnected room(s) available, luxury, middle eastern architecture, resort-like spaciousness, kuwait"
729,kennedymj25,,,,"breakfast buffet, dazzling art, paid public parking on-site, sauna, car hire, laundry service, bottled water, airport transportation, relaxation, free internet, spa, full body massage, forbes five-star rating, cable / satellite tv, facilities for disabled guests, sun loungers / beach chairs, allergy-free room, complimentary toiletries, fitness classes, public wifi, conference facilities, suites, ukrainian, baggage storage, salon, pedicure, rooftop terrace, internet, makeup services, arabic, complimentary instant coffee, restaurant, special diet menus, la chocolaterie of kuwait, blackout curtains, filipino, walk-in shower, free wifi, luxury, 24-hour security, heated pool, hindi, bathrobes, banquet room, flatscreen tv, swedish, middle eastern architecture, farsi, shopping, shoeshine, adult pool, family rooms, interconnected room(s) available, newspaper, 24-hour check-in, pool, sun deck, meeting rooms, safe, nepali, taxi service, bidet, kuwait city, steam room, breakfast in the room, ipod docking station, accessible rooms, pool with view, hair dryer, hot tub, kuwait, english, russian, bridal suite, room service, outdoor pool, telephone, facial treatments, seating area, highchairs available, tile / marble floor, butler service, kids activities, bar/lounge, doorperson, parking, resort-like spaciousness, private bathrooms, yoga classes, outdoor dining area, paid private parking on-site, indoor pool, dry cleaning, radio, housekeeping, neck massage, first aid kit, bangladesh, hammam, currency exchange, express check-in / check-out, kids club, pool / beach towels, italian, massage, wheelchair access, children's television networks, umbrella, turkish, free public parking nearby, sofa, wake up service / alarm clock, ironing service, kids' meals, rooftop, clothes rack, 24-hour front desk, air conditioning, air purifier, breakfast available, indoor play area for children, head massage, soundproof rooms, pool view, fitness center, business center, vip room facilities, personal trainer, atm on site, wardrobe / closet, bath / shower, multilingual staff, souks, concierge, manicure, iron, foot massage, bosnian, smoking rooms available, al soor, french, fitness / spa locker rooms, complimentary tea, pets allowed, minibar, body wrap, desk"
730,JMK-Pittsburgh,"Pittsburgh, Pennsylvania",,,"express check-in / check-out, breakfast buffet, accessible rooms, pool with view, flatscreen tv, middle eastern architecture, umbrella, sofa, relaxation, free internet, cable / satellite tv, rooftop, english, bridal suite, adult pool, family rooms, room service, interconnected room(s) available, coffee / tea maker, breakfast available, public wifi, seating area, 24-hour check-in, pool view, suites, rooftop terrace, business center, vip room facilities, internet, personal trainer, doorperson, private bathrooms, bath / shower, restaurant, resort-like spaciousness, multilingual staff, wardrobe / closet, concierge, iron, outdoor dining area, filipino, walk-in shower, smoking rooms available, bidet, luxury, radio, housekeeping, body wrap, desk, breakfast in the room"
731,WorldWanderer1791,Malta,,,internet
732,Mohammademad,"Dubai, Emirate of Dubai",,,"suites, non-smoking rooms, business center, wheelchair access, breakfast included, free wifi, internet, 24-hour front desk, safe, free internet"
733,suniita_alvaries,"Salmiya, Hawalli Governorate",,,"suites, safe, breakfast included, breakfast buffet"
734,dkbe,"Walldorf, Baden-Württemberg",,,"restaurant, safe"
735,Ah_ghassan,"Salmiya, Hawalli Governorate",,,"restaurant, business center, suites, internet"
736,BrianJ1711,,,,"breakfast buffet, breakfast included, breakfast available, a queen bed"
737,324laxmil,,,,"bar/lounge, restaurant, service, multilingual staff, seating area"
738,849tannur,,,,"restaurant, service, a king bed, a queen bed"
739,NorthStar02701452697,Kuwait City,,,"breakfast buffet, pool with view, complimentary welcome drink, kuwait, a king bed, 24-hour front desk, room service, coffee shop, coffee / tea maker, breakfast available, a queen bed, 24-hour check-in, seating area, suites, rooftop terrace, landmark view, breakfast included, sun deck, multilingual staff, safe, amarah, concierge, sun terrace, kuwait city, complimentary tea, service"
740,Y7230TXmichellec,,,,"suites, english, breakfast buffet, a king bed, breakfast included, safe, desk, multilingual staff, service, breakfast available, a queen bed"
741,505sarthakk,,,,"concierge, conference facilities, suites, english, business travelers, accessible rooms, holiday inn kuwait, respite, non-smoking rooms, bed, leisure, internet, family rooms, multilingual staff, safe"
742,faima2020,"Al Ahsa, Eastern Province",,,"concierge, suites, non-smoking rooms, accessible rooms, holiday inn kuwait, business & leisure welcome to the holiday inn kuwait - atc your stylish retreat just a seven-minute drive from kuwait international airport., respite, pool, bed, leisure, kuwait towers, 24-hour front desk, family rooms, hot tub, multilingual staff, safe"
743,Coastal61537207147,"Darjeeling, Darjeeling District, West Bengal",,,"concierge, suites, non-smoking rooms, accessible rooms, english, respite, leisure, bar/lounge, room service, restaurant, safe, multilingual staff"
744,abdelsalams2024,,,,"free shuttle or taxi services, suites, english, accessible rooms, avenues, business travelers, respite, free airport transportation, shuttle bus service, transport, laundry service, hot tub, restaurant, safe, multilingual staff"
745,jeanniebU7800ZK,,,,"currency exchange, non-smoking rooms, breakfast buffet, accessible rooms, express check-in / check-out, respite, banquet room, wheelchair access, bath, wifi, rafael nadal academy, flatscreen tv, kitchenette, sauna, transport, hot tub, free internet, spa, english, facilities for disabled guests, leisure, 24-hour front desk, family rooms, outdoor pool, breakfast available, desert view, fitness, public wifi, conference facilities, suites, holiday inn kuwait, pool, butler service, business center, kuwait towers, breakfast included, internet, bar/lounge, multilingual staff, restaurant, safe, meeting rooms, concierge, business & leisure welcome to the holiday inn kuwait - atc your stylish retreat just a seven-minute drive from kuwait international airport., avenues, bed, smoking rooms available, free wifi, desert hues, heated pool, minibar, breakfast in the room"
746,Stay48619622582,,,,"breakfast buffet, accessible rooms, pool with view, kitchenette, relaxation, stovetop, deluxe amenities, thai, complimentary toiletries, outdoor pool, interconnected room(s) available, coffee / tea maker, luxury lodging, breakfast available, dining area, separate dining area, landmark view, breakfast included, lazy river, multilingual staff, restaurant, safe, electric kettle, oven, outdoor dining area, heated pool, steam room"
747,jennelynn2024,,,,"accessible rooms, pool with view, private pools, foot bath, sofa, hot tub, relaxation, separate living room, english, deluxe amenities, family rooms, interconnected room(s) available, private balcony, luxury lodging, soundproof rooms, pool view, suites, pool, landmark view, lazy river, sofa bed, multilingual staff, safe, electric kettle, radio, desk, steam room"
748,bayoudhi,,,,"accessible rooms, sofa, extra long beds, relaxation, kids' meals, breathtaking views, stovetop, deluxe amenities, thai, family rooms, room service, interconnected room(s) available, private balcony, luxury lodging, kids stay free, soundproof rooms, pool view, suites, dining area, non-smoking hotel, separate dining area, landmark view, vip room facilities, lazy river, doorperson, restaurant, multilingual staff, safe, electric kettle, concierge, oven, french, hammam, steam room"
749,lovelye283,Doha,,,"bathrobes, express check-in / check-out, accessible rooms, pool / beach towels, private pools, pool with view, wheelchair access, flatscreen tv, kitchenette, sofa, hot tub, complimentary welcome drink, couples massage, relaxation, spa, separate living room, breathtaking views, english, deluxe amenities, complimentary toiletries, family rooms, outdoor pool, interconnected room(s) available, indonesian, private balcony, luxury lodging, coffee / tea maker, seating area, self-serve laundry, pool view, tile / marble floor, dining area, pool, separate dining area, business center, vip room facilities, internet, wardrobe / closet, sofa bed, bath / shower, multilingual staff, doorperson, safe, private check-in / check-out, concierge, iron, outdoor dining area, tamil, filipino, massage chair, open-air bath, additional bathroom, on-demand movies, french, radio, heated pool, light therapy, hot spring bath, desk"
750,724ayishas,,,,"accessible rooms, pool with view, private pools, sofa, hot tub, couples massage, relaxation, extra long beds, separate living room, retaj salwa resort & spa luxury 168 rooms, breathtaking views, deluxe amenities, family rooms, outdoor pool, interconnected room(s) available, private balcony, luxury lodging, seating area, soundproof rooms, pool view, suites, pool, separate dining area, landmark view, vip room facilities, lazy river, multilingual staff, safe, private check-in / check-out, concierge, indoor pool, additional bathroom, heated pool, hammam, minibar, desk"
751,amazinglife88,Doha,,,"pool view, suites, breakfast buffet, pool, contemporary destination, belonging, lax, arabic, outdoor pool, interconnected room(s) available, restaurant, lifestyle, private check-in / check-out"
752,AmmarShaban,Manama,,,"hand massage, sauna, bottled water, spa, full body massage, cable / satellite tv, facilities for disabled guests, sun loungers / beach chairs, allergy-free room, executive lounge access, complimentary toiletries, indonesian, coffee / tea maker, conference facilities, suites, ukrainian, salon, pedicure, internet, makeup services, restaurant, blackout curtains, tamil, massage chair, filipino, walk-in shower, la, 24-hour security, heated pool, hindi, bathrobes, snack bar, banquet room, laptop safe, wifi, flatscreen tv, sun umbrellas, shoeshine, family rooms, doha, interconnected room(s) available, lifestyle, 24-hour check-in, pool, landmark view, sun deck, meeting rooms, electric kettle, paid internet, nepali, additional bathroom, bidet, steam room, ipod docking station, pool with view, english, thai, russian, bridal suite, room service, outdoor pool, telephone, seating area, hyatt regency, kids stay free, highchairs available, tile / marble floor, kids activities, separate dining area, bar/lounge, doorperson, private bathrooms, dusitd2 salwa, first aid kit, chinese, currency exchange, kids club, express check-in / check-out, contemporary destination, pool / beach towels, wheelchair access, umbrella, turkish, sofa, separate living room, clothes rack, 24-hour front desk, air conditioning, air purifier, coffee shop, indoor play area for children, soundproof rooms, head massage, pool view, fitness center, dining area, business center, belonging, vip room facilities, atm on site, wardrobe / closet, bath / shower, manicure, concierge, iron, smoking rooms available, french, lax, free wired internet in the business center, hta, babysitting, desk"
753,885tamerb,,,,"suites, english, dining area, contemporary destination, executive lounge access, separate dining area, belonging, la, hta, interconnected room(s) available, restaurant, lifestyle, seating area"
754,hebaaZ4805ZV,,,,"english, dining area, contemporary destination, separate dining area, belonging, interconnected room(s) available, restaurant, seating area"
755,jheftycl,Doha,,,"concierge, pool view, dining area, separate dining area, belonging, la, umbrella, doha, sun deck, interconnected room(s) available, restaurant, seating area"
756,AshutoshJ101,,,,"salwa resort, thanks!, resturant with varieties are perfect match, housekeeping department is very supportive especially aldin., water park is one the main feature of this resort., family, holiday, qatar, keep it up, quality, salwa"
757,AndreasP532,,,,"apartment, cold water, no reception, tea, backwater trips, nice and clean., living room, the beds were good., kitchen, hire, showers, refrigerator, floor, rooms, but you can call them if you have question or need help with something., facilities, homestay"
758,JanBdeW,"Dubai, Emirate of Dubai",,,"accessible rooms, pool with view, wifi, palms beach hotel & spa, sofa, free internet, spa, english, adult pool, palms beach resort & spa is a unique five star city hotel & resort, outdoor pool, breakfast available, seating area, 24-hour check-in, pool view, fitness center, pool, palmarie international, internet, personal trainer, doorperson, safe, concierge, iron, outdoor dining area, free wifi, located on a private stretch of the beach and overlooking to a spectacular beach strip aligned with four swimming pools and soft golden sands,, fitness / spa locker rooms, beach access"
759,Emad_Elmadhoun,"Detroit, Michigan",,,"pool view, solarium, spa, outdoor dining area, rooftop terrace, pool with view, pool, sun terrace, palms beach resort & spa is a unique five star city hotel & resort, palms beach hotel & spa, al-muhalab traditional seafood restaurant, beachfront, outdoor pool, sofa, steam room, seating area"
760,chopra5593,"London, England",,,"diving, sun terrace, beachfront"
761,ramkumark2024,,,,"accessible rooms, palms beach hotel & spa, sun umbrellas, private beaches, english, family rooms, palms beach resort & spa is a unique five star city hotel & resort, suites, palmarie international, rooftop terrace, tagine moroccan cafe & restaurant, al-muhalab traditional seafood restaurant, doorperson, restaurant, safe, concierge, solarium, outdoor dining area, sun terrace"
762,697abeera,,,,"non-smoking rooms, accessible rooms, banquet room, pool with view, palms beach hotel & spa, sofa, bottled water, spa, english, adult pool, 24-hour front desk, family rooms, palms beach resort & spa is a unique five star city hotel & resort, outdoor pool, coffee / tea maker, breakfast available, seating area, 24-hour check-in, pool view, suites, palmarie international, rooftop terrace, breakfast included, internet, tagine moroccan cafe & restaurant, al-muhalab traditional seafood restaurant, bath / shower, safe, outdoor dining area, housekeeping, complimentary tea, minibar, breakfast in the room"
763,Y5449BTrichardh,,,,"non-smoking rooms, breakfast buffet, accessible rooms, flatscreen tv, harbour views, relaxation, luxury guest rooms, english, adult pool, outdoor pool, room service, interconnected room(s) available, intercontinental® regency bahrain, harbour view, rooftop terrace, vip room facilities, bar/lounge, bahrain, multilingual staff, safe, private check-in / check-out, additional bathroom, breakfast in the room"
764,Adel215203,"Dammam, Eastern Province",,,"breakfast buffet, interconnected room(s) available, bar/lounge, happy hour, multilingual staff, intercontinental® regency bahrain"
765,Rakshen,"Durban, KwaZulu-Natal",,,"english, accessible rooms, breakfast buffet, french, adult pool, fitness / spa locker rooms, breakfast in the room"
766,nasirmahmud,"Dubai, Emirate of Dubai",,,"snack bar, pool / beach towels, pool with view, steam room, harbour views, hot tub, sun umbrellas, relaxation, private beaches, luxury guest rooms, english, crowne plaza muscat is the perfect choice for a beachfront getaway among the leading hotels in muscat., bridal suite, adult pool, rooftop pool, family rooms, restaurants, outdoor pool, beachfront, interconnected room(s) available, intercontinental® regency bahrain, private balcony, harbour view, suites, pool, infinity pool, double-deck infinity pool, vip room facilities, doorperson, restaurant, multilingual staff, safe, concierge, additional bathroom, sun terrace, french, heated pool, beach access, poolside bar, mediterranean"
767,424habibam,,,,"non-smoking rooms, accessible rooms, harbour views, relaxation, luxury guest rooms, bridal suite, adult pool, rooftop pool, family rooms, outdoor pool, room service, interconnected room(s) available, harbour view, suites, pool, rooftop terrace, vip room facilities, multilingual staff, private check-in / check-out, concierge, additional bathroom"
768,jacobjD3316MR,,,,"non-smoking rooms, sauna, flatscreen tv, kitchenette, breakfast in the room, sofa, spa, separate living room, stovetop, sun loungers / beach chairs, hungarian, executive lounge access, family rooms, outdoor pool, interconnected room(s) available, private balcony, breakfast available, coffee / tea maker, seating area, self-serve laundry, conference facilities, suites, urban lifestyle, separate dining area, business center, vip room facilities, bar/lounge, private bathrooms, bath / shower, sofa bed, safe, private check-in / check-out, concierge, outdoor dining area, filipino, walk-in shower, additional bathroom, sun terrace, bidet, housekeeping, desk, poolside bar, mediterranean"
769,maryamebrahima,,,,"non-smoking rooms, breakfast buffet, banquet room, wifi, turkish, sofa, separate living room, wellness centre, stovetop, hilton bahrain, executive lounge access, 24-hour front desk, family rooms, interconnected room(s) available, telephone, private balcony, breakfast available, suites, urban lifestyle, dining area, pool, separate dining area, business center, vip room facilities, arabic, doorperson, sofa bed, bahrain, restaurant, safe, private check-in / check-out, concierge, iron, seaport, oven, outdoor dining area, tamil, filipino, additional bathroom, sun terrace, bidet, housekeeping, desk, mediterranean"
770,Cosmopolitan562378,,,,"breakfast buffet, separate living room, hilton bahrain, executive lounge access, room service, interconnected room(s) available, private balcony, breakfast available, coffee / tea maker, seating area, urban lifestyle, separate dining area, vip room facilities, bahrain, private bathrooms, bath / shower, safe, concierge, walk-in shower, additional bathroom, desk, breakfast in the room"
771,928bernadettel,,,,"breakfast buffet, breakfast in the room, sofa, microwave, separate living room, kids' meals, english, interconnected room(s) available, private balcony, breakfast available, seating area, urban lifestyle, dining area, separate dining area, bar/lounge, restaurant, outdoor dining area, tamil, mediterranean"
772,N4316LObenk,,,,"executive lounge access, bar/lounge, english, interconnected room(s) available"
773,mclaren902,Manama,,,"accessible rooms, steam room, our cosmopolitan oasis combines the best of a beach holiday and an urban getaway., exclusive resort, hot tub, bridal suite, exclusive island, adult pool, family rooms, outdoor pool, rooftop bar, suites, pool, infinity pool, rooftop terrace, business center, bar/lounge, multilingual staff, concierge, bahrain bay, indoor pool, heated pool, a bold statement by the architectural firm som, poolside bar"
774,Pihcho,Seoul,,,"accessible rooms, banquet room, steam room, our cosmopolitan oasis combines the best of a beach holiday and an urban getaway., exclusive resort, hot tub, spa, bridal suite, exclusive island, adult pool, family rooms, outdoor pool, rooftop bar, conference facilities, suites, pool, salon, rooftop terrace, infinity pool, vip room facilities, bar/lounge, internet, restaurant, multilingual staff, bahrain bay, concierge, additional bathroom, four seasons hotel bahrain bay, heated pool, a bold statement by the architectural firm som, poolside bar"
775,BimaAtmaja23,"Riyadh, Riyadh Province",,,"kids club, accessible rooms, non-smoking rooms, steam room, our cosmopolitan oasis combines the best of a beach holiday and an urban getaway., exclusive resort, hot tub, bridal suite, exclusive island, family rooms, outdoor pool, rooftop bar, suites, pool, kids activities, rooftop terrace, infinity pool, internet, doorperson, multilingual staff, safe, bahrain bay, concierge, filipino, a bold statement by the architectural firm som"
