user_id,username,location,age,gender,preferences_x,preferences_y
1788,linilynn,"Kuala Lumpur, Wilayah Persekutuan",,,," Broastea fried chicken which serving fried chicken, pizza , burgers, sandwiches and juice"
1789,puterah,,,,," Backwaters as a concept brings to you the authentic taste of traditional Kerala cuisine and we have handpicked some traditional heartwarming favorites such as the Thalasseri fish curry, Alleppey prawn curry, Travancore fried chicken and the Malabar lamb curry to name just a few from these regions rich in food culture."
1790,253netram,,,,," Shakespeare and Co. Cafe-Restaurant provides a cozy, chic ambiance where guests can enjoy an eclectic menu, featuring all-day breakfast, lunch & dinner. Stop by their chocolate counter for exquisite hand wrapped chocolates available in 24 flavours in a wide variety of beautiful gift boxes. Open daily from 08:00 am till 11:30 pm"
1791,517zayeda,,,,," At Hi Broast Restaurant Sharjah we offer meals of excellent quality and invite you to try our delicious food. The key to our success is simple: providing quality consistent food that taste great every single time. We pride ourselves on serving our customers delicious genuine dishes like: Pizza, Fast Food, Sandwiches Eat delicious food. Grab a drink. But most of all, relax! We thank you from the bottom of our hearts for your continued support."
1792,hamadaX9668BM,,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1793,adamvV9651TZ,,,,," Maki Bahrain is the “crown jewel” of Moda Mall and the World Trade Center in Manama. After a long day shopping the most prestigious brands at the mall, settle at Maki Bahrain for an innovative Japanese meal. The lounge is ideal for business and private functions, and after-hours unwinding!"
1794,ahmedhM4696FC,,,,," Maki Bahrain is the “crown jewel” of Moda Mall and the World Trade Center in Manama. After a long day shopping the most prestigious brands at the mall, settle at Maki Bahrain for an innovative Japanese meal. The lounge is ideal for business and private functions, and after-hours unwinding!"
1795,sultank613,,,,," Clay is serving dishes inspired by Nikkei cuisine. Nikkei refers to the Japanese diaspora, those of Japanese ancestry who choose to live outside of Japan. Clay brings you an exceptional culinary experience. Fresh ingredients are delivered via intricate techniques and nuanced flavor. Food inspired by the elements. Nikkei doesn't refer only to Japanese-Peruvians, who call Peru home, but to the cuisine that emerged from the blend of these distinct cultures, developed over years of experimentation, collaboration and expression"
1796,114amalw,,,,,"Pool, Internet, Room service, Restaurant, Bar/Lounge, Spa, Airport transportation, Dry Cleaning, Hot Tub, Non-smoking rooms, Fitness center, Laundry Service, Air conditioning, Minibar, Non-smoking hotel, Safe, Sauna, Arabic, Bath / Shower, Bathrobes, Coffee Shop, Desk, English, Extra Long Beds, Filipino, Complimentary Toiletries, Hair Dryer, Hindi, Interconnected room(s) available, Iron, Massage, Nepali, Nightclub / DJ, Telephone, Wake Up Service / Alarm Clock Finding an ideal luxury hotel in Manama does not have to be difficult. Welcome to Mashtan Bahrain, a nice option for travelers like you.
Nearby landmarks such as La Fontaine centre of contemporary art (0.6 mi) and Ahmed Al Fateh Islamic Center (1.8 mi) make Mashtan Bahrain a great place to stay when visiting Manama.
Guest rooms offer air conditioning, a minibar, and a desk, and Mashtan Bahrain Hotel makes getting online easy as internet access is available.
You can also take advantage of some of the amenities offered by the hotel, including room service and a coffee shop. In addition, guests can enjoy a pool and an on-site restaurant during their visit.
Manama has plenty of Korean restaurants. So when you’re here, be sure to check out popular spots like Arirang Edo Restaurant, Han Kook Kwan Korean Restaurant, BBQ & Grill, and Da Rae Jung, which are serving up some great dishes.
Manama is also home to Water Garden, a popular garden that is not too far from Mashtan Bahrain.
Mashtan Bahrain looks forward to welcoming you on your visit to Manama.
"
1797,alanoudghazzawi,"Estoril, Cascais, Lisbon District, Central Portugal",,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1798,N310TNabdulaziza,,,,," Baladna is an arabic restaurant located in 3 different location, Al Khor branch, Medinca Centrale The Pearl and Mall of Qatar. Offers a wide variety of delicious Arabic food in a family friendly ambiance"
1799,lmvillara,Madrid,,,," Clay is serving dishes inspired by Nikkei cuisine. Nikkei refers to the Japanese diaspora, those of Japanese ancestry who choose to live outside of Japan. Clay brings you an exceptional culinary experience. Fresh ingredients are delivered via intricate techniques and nuanced flavor. Food inspired by the elements. Nikkei doesn't refer only to Japanese-Peruvians, who call Peru home, but to the cuisine that emerged from the blend of these distinct cultures, developed over years of experimentation, collaboration and expression"
1800,SidandDoris,,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1801,JXF,,,,," Bahrain Bay Kitchen at Four Seasons Bahrain Bay serves an international buffet of breakfast, Friday Brunch and extended buffet breakfast on Saturday near an open kitchen in a fun, market-like atmosphere, enjoyed indoors or outdoors surrounded by natural foliage."
1802,Dmai7,,,,," Welcome to the thrilling V-Lounge at Four Seasons Bahrain Bay! Relax in our floating lounge or depart on a private cruiser with your beloved, friends and business colleagues for a unique brunch or night out with sensational views! A one of kind experience to (re)discover spectacular Bahrain."
1803,Boarding_gate123,"Helsinki, Uusimaa",,,," Bahrain Bay Kitchen at Four Seasons Bahrain Bay serves an international buffet of breakfast, Friday Brunch and extended buffet breakfast on Saturday near an open kitchen in a fun, market-like atmosphere, enjoyed indoors or outdoors surrounded by natural foliage."
1804,KevMW309,"Moratuwa, Western Province",,,," Enjoy meals in the dining room or outside on the terrace, with stunning canyon views. The day starts at our highest restaurant with a breakfast buffet of international favourites. Lunch and dinner offer à la carte dining with a culinary nod to all corners of the globe. Choose from an array of Continental, South-East Asian, Indian and Arabic specialties."
1805,Mdiab1234,"Dubai, Emirate of Dubai",,,," OPA Doha is a blend of traditional and modernized Greek cuisine, friendly ambiance and charming interiors inspired by the Greek islands. Guests are welcomed to enjoy a unique Greek experience, plate breaking and authentic Zorba dancing. Interiors are decked out with traditional white and blue colour schemes, as well as plenty of greenery to add vibrancy. The team behind the restaurant promises an “authentic Greek experience”, which as well as a traditional menu, will also have Zorba dancing, plate smashing and live Greek entertainment."
1806,Sherpa33375857710,,,,, Where the culture meet the modern life ... enjoy the authentic indian food.
1807,mariorG8479RY,"Dammam, Eastern Province",,,," Ocean Restaurant This all-day dining restaurant serves delicious Arabic and international fare as well as refreshing drinks. We recommend sampling a variety of dishes at the Arabic buffet. The restaurant faces the beach, so guests enjoy stunning views located at Park Inn by Radisson Hotel & Residence Duqm."
1808,imanmarafie,Kuwait City,,,," Ocean Restaurant This all-day dining restaurant serves delicious Arabic and international fare as well as refreshing drinks. We recommend sampling a variety of dishes at the Arabic buffet. The restaurant faces the beach, so guests enjoy stunning views located at Park Inn by Radisson Hotel & Residence Duqm."
1809,B7336IKahmeda,,,,, Middle Eastern Food in our special way.
1810,SaeedKiani,Manama,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1811,874natalieb,Saar,,,," Broastea fried chicken which serving fried chicken, pizza , burgers, sandwiches and juice"
1812,khushim2019,Bahrain,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1813,K9Abdullah,,,,," The Tower’s signature restaurant offers a palette-pleasing mix of oriental and international cuisine. It operates daily as Open buffet for breakfast, lunch, and dinner with seasonal menus. A reservation is recommended."
1814,AH1969,"Kingsbridge, Devon, England",,,," MEDITERRANEAN ELEGANCE AND STYLE It’s time for Dubai to get its own taste of Mediterranean brio and elegance! From the silky sand of Psarou Beach, Mykonos, Nammos takes its endless fun and uncompromising luxury all across the world to the golden dunes of the Middle East! In the most privileged spot of Dubai, at Four Seasons Resort at Jumeirah beach, the hottest new spot invites you to days and nights of Mediterranean glamour and the superb tastes of Nammos, with sumptuous views to the Arabian Sea and the iconic Dubai skyline."
1815,BalazsP_12,"La Ceiba, Atlantida Department",,,," Bahrain's oldest and most popular Night Club. Frequented by American and European clientele. This Bar has the most number of Draught Beer in any Night Club in Bahrain. it has a very old English-Australian Pub interior design. This Night Club boasts of the best Heavy Metal and Rock Band performance in the Island, daily from 9pm till 2am. It is one of the most vibrant hangout place in Bahrain. Opens at 12 Noon and goes on till 2am."
1816,182rajak,,,,," On this stunning stretch of white sandy beach, every day is off day… and Kite Beach Center offers a memorable experience like no other. Relax to the cool tunes and enjoy friendly service. Take out a kayak, stand up paddle board or kitesurf. Swim or snorkel in the crystal clear water. Plus varieties of food, beach coffee and amazing fresh juices . Sit chill relax and enjoy your day with us."
1817,ebrahim_1980,,,,," This chic restaurant offers a wide range of delicious European, Asian and Middle Eastern dishes for breakfast, lunch and dinner. The choice is yours: from light, healthy options such as rocket and pear salad to mixed grills or lamb chops. If you love freshly prepared food, ask our chef to prepare his daily specials."
1818,Sgolden77,,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1819,GeoDel1010,"San Diego, California",,,," Bahrain's oldest and most popular Night Club. Frequented by American and European clientele. This Bar has the most number of Draught Beer in any Night Club in Bahrain. it has a very old English-Australian Pub interior design. This Night Club boasts of the best Heavy Metal and Rock Band performance in the Island, daily from 9pm till 2am. It is one of the most vibrant hangout place in Bahrain. Opens at 12 Noon and goes on till 2am."
1820,mohammedaI4000LK,Bahrain,,,," The home of traditional Lebanese dining, Huda Restaurant brings the true spirit of Lebanon to Qatar. Huda serves delectable home-cooked style cuisine in a welcoming contemporary setting. Discover the finest Lebanese food, the warmest atmosphere and the best hospitality in the heart of Doha with a unique Huda experience. Huda Restaurant serves a lavish selection of hot and cold mezze, grill items designed for sharing, and a choice of authentic desserts in a warm, family-friendly atmosphere that suits all of our guests."
1821,Aniket6422,Manama,,,," On this stunning stretch of white sandy beach, every day is off day… and Kite Beach Center offers a memorable experience like no other. Relax to the cool tunes and enjoy friendly service. Take out a kayak, stand up paddle board or kitesurf. Swim or snorkel in the crystal clear water. Plus varieties of food, beach coffee and amazing fresh juices . Sit chill relax and enjoy your day with us."
1822,Voyager24001216321,,,,," At Hi Broast Restaurant Sharjah we offer meals of excellent quality and invite you to try our delicious food. The key to our success is simple: providing quality consistent food that taste great every single time. We pride ourselves on serving our customers delicious genuine dishes like: Pizza, Fast Food, Sandwiches Eat delicious food. Grab a drink. But most of all, relax! We thank you from the bottom of our hearts for your continued support."
1823,DayTrip28528544643,,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1824,Paradise66967795570,Manama,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1825,Mbaskers,"Plymouth, Devon, England",,,," With great food and a family atmosphere, Bahay Kubo is well known in the Filipino community as one of the best restaurants on the island. If you have never tried Filipino food it is an experience you do not want to miss. Bahay Kubo offers traditional and modern style Filipino dishes with an extensive menu that will please anyone’s palate. Some of the more popular dishes on the menu and the chef’s specialties include Crispy Pata, Lechon Belly, Lechon Kawali and Boneless Bangus. In true Filipino fashion, Bahay Kubo encourages friendship and bonding among friends and family by serving food in the middle of the table to be shared by everyone instead of being served as single portions on individual plates. In addition to the great food, Bahay Kubo offers a function room that can fit about 20 people at no additional cost. It can be used for birthdays, parties or just a private area to have a night out with your friends singing karaoke."
1826,Oly1610,"Dammam, Eastern Province",,,,"Pool, Internet, Room service, Restaurant, Bar/Lounge, Spa, Airport transportation, Dry Cleaning, Hot Tub, Non-smoking rooms, Fitness center, Laundry Service, Air conditioning, Minibar, Non-smoking hotel, Safe, Sauna, Arabic, Bath / Shower, Bathrobes, Coffee Shop, Desk, English, Extra Long Beds, Filipino, Complimentary Toiletries, Hair Dryer, Hindi, Interconnected room(s) available, Iron, Massage, Nepali, Nightclub / DJ, Telephone, Wake Up Service / Alarm Clock Finding an ideal luxury hotel in Manama does not have to be difficult. Welcome to Mashtan Bahrain, a nice option for travelers like you.
Nearby landmarks such as La Fontaine centre of contemporary art (0.6 mi) and Ahmed Al Fateh Islamic Center (1.8 mi) make Mashtan Bahrain a great place to stay when visiting Manama.
Guest rooms offer air conditioning, a minibar, and a desk, and Mashtan Bahrain Hotel makes getting online easy as internet access is available.
You can also take advantage of some of the amenities offered by the hotel, including room service and a coffee shop. In addition, guests can enjoy a pool and an on-site restaurant during their visit.
Manama has plenty of Korean restaurants. So when you’re here, be sure to check out popular spots like Arirang Edo Restaurant, Han Kook Kwan Korean Restaurant, BBQ & Grill, and Da Rae Jung, which are serving up some great dishes.
Manama is also home to Water Garden, a popular garden that is not too far from Mashtan Bahrain.
Mashtan Bahrain looks forward to welcoming you on your visit to Manama.
"
1827,GERIMD,Manama,,,," Traditional Italian Restaurant serve some dishes of Starter , Salad, Soup, Pizza , Paste Beverages , Deserts , In addition to Gluten free and low calories items"
1828,rocelvi,,,,," With great food and a family atmosphere, Bahay Kubo is well known in the Filipino community as one of the best restaurants on the island. If you have never tried Filipino food it is an experience you do not want to miss. Bahay Kubo offers traditional and modern style Filipino dishes with an extensive menu that will please anyone’s palate. Some of the more popular dishes on the menu and the chef’s specialties include Crispy Pata, Lechon Belly, Lechon Kawali and Boneless Bangus. In true Filipino fashion, Bahay Kubo encourages friendship and bonding among friends and family by serving food in the middle of the table to be shared by everyone instead of being served as single portions on individual plates. In addition to the great food, Bahay Kubo offers a function room that can fit about 20 people at no additional cost. It can be used for birthdays, parties or just a private area to have a night out with your friends singing karaoke."
1829,CecilleTadeo,,,,," With great food and a family atmosphere, Bahay Kubo is well known in the Filipino community as one of the best restaurants on the island. If you have never tried Filipino food it is an experience you do not want to miss. Bahay Kubo offers traditional and modern style Filipino dishes with an extensive menu that will please anyone’s palate. Some of the more popular dishes on the menu and the chef’s specialties include Crispy Pata, Lechon Belly, Lechon Kawali and Boneless Bangus. In true Filipino fashion, Bahay Kubo encourages friendship and bonding among friends and family by serving food in the middle of the table to be shared by everyone instead of being served as single portions on individual plates. In addition to the great food, Bahay Kubo offers a function room that can fit about 20 people at no additional cost. It can be used for birthdays, parties or just a private area to have a night out with your friends singing karaoke."
1830,marcosG4494YJ,,,,," At Hi Broast Restaurant Sharjah we offer meals of excellent quality and invite you to try our delicious food. The key to our success is simple: providing quality consistent food that taste great every single time. We pride ourselves on serving our customers delicious genuine dishes like: Pizza, Fast Food, Sandwiches Eat delicious food. Grab a drink. But most of all, relax! We thank you from the bottom of our hearts for your continued support."
1831,337kevins,"Riyadh, Riyadh Province",,,," At Hi Broast Restaurant Sharjah we offer meals of excellent quality and invite you to try our delicious food. The key to our success is simple: providing quality consistent food that taste great every single time. We pride ourselves on serving our customers delicious genuine dishes like: Pizza, Fast Food, Sandwiches Eat delicious food. Grab a drink. But most of all, relax! We thank you from the bottom of our hearts for your continued support."
1832,Hufflepuff33,"London, England",,,," Hurricane's Grill is an Australian favourite, famous for the best steaks and ribs. We're a family-friendly steakhouse that services up generous portions, premium quality and superb value for money. A great meal doesn't have to break the bank! With a view of the iconic Dubai Fountain and a warm, friendly team, coming to Hurricane's Grill is like coming home."
1833,DimpleJM,Bahrain,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1834,sallyA_md,,,,," We are a 120 seat family restaurant with a huge menu that includes steak, pasta, pizza, chicken and seafood at very reasonable prices. Our full menu is also available for take-away. Bookings are recommended."
1835,susanheatherley13,"Polperro, Cornwall, England",,,," The Sauce “Café de Paris” was developed by Chef Boubier in 1930 who gifted its secret recipe to his daughter and her husband Mr. Arthur Dumont, owners of “Café de Paris” restaurant in 26 Rue Mont Blanc Geneva; thus enabled them in 1942 to launch an astonishing single menu formula, consisting of a Green Salad, 180 grams of Entrecote Steak with “Café de Paris” sauce and French Fries. The ingredients of this amazing butter sauce are still a secret till today. Four generations later, Mr. François Vouillamoz, the current owner of the original Entrecôte Café de Paris Chez Boubier 1930 restaurant in Geneva is the only person in the world who holds the secret of the “Café de Paris” sauce as it was originated in 1930 and he blends it discretely at his kitchen laboratory underneath his restaurant. You can now taste the original “Café de Paris” sauce specially flown by plane from Geneva exclusively to our franchised restaurants in MENA in Riyadh, Dubai, Abu Dhabi, Al Ain, Sharjah and Al Ula."
1836,KAF0460,"Cheltenham, Cotswolds, England",,,," At Hi Broast Restaurant Sharjah we offer meals of excellent quality and invite you to try our delicious food. The key to our success is simple: providing quality consistent food that taste great every single time. We pride ourselves on serving our customers delicious genuine dishes like: Pizza, Fast Food, Sandwiches Eat delicious food. Grab a drink. But most of all, relax! We thank you from the bottom of our hearts for your continued support."
1837,MartinC970,"Praha 6, Prague, Bohemia",,,," We are a 120 seat family restaurant with a huge menu that includes steak, pasta, pizza, chicken and seafood at very reasonable prices. Our full menu is also available for take-away. Bookings are recommended."
1838,SharronIrwincastleba,Al Hamala,,,," At Hi Broast Restaurant Sharjah we offer meals of excellent quality and invite you to try our delicious food. The key to our success is simple: providing quality consistent food that taste great every single time. We pride ourselves on serving our customers delicious genuine dishes like: Pizza, Fast Food, Sandwiches Eat delicious food. Grab a drink. But most of all, relax! We thank you from the bottom of our hearts for your continued support."
1839,jvhkouklia,"Paphos, Paphos District",,,," a simple place serving hot thin crust italian pizza with all fresh ingredients served hot ,all ingredients are 100%HALAL ,simple seated area , nice scenic veiw,friendly service and hospitality."
1840,WilfredM123,,,,," At Hi Broast Restaurant Sharjah we offer meals of excellent quality and invite you to try our delicious food. The key to our success is simple: providing quality consistent food that taste great every single time. We pride ourselves on serving our customers delicious genuine dishes like: Pizza, Fast Food, Sandwiches Eat delicious food. Grab a drink. But most of all, relax! We thank you from the bottom of our hearts for your continued support."
1841,irenerF1585EN,"Abu Dhabi, Emirate of Abu Dhabi",,,," Indulge in the authentic Emirati flavors at Arabian Tea House, a restaurant that celebrates the rich culinary heritage of the UAE. With multiple branches in Dubai and Sharjah, this establishment offers a truly immersive dining experience. Step into the cozy ambiance of the restaurant, where you can relish traditional Emirati dishes like Machboos, Harees, and Luqaimat. The menu is a delightful mix of Arabic and Emirati flavors, prepared using fresh and locally-sourced ingredients. The decor is also an ode to Emirati culture, with Arabic-inspired interiors and cozy seating areas. You can savor your meal indoors or opt for an al fresco dining experience in the serene outdoor seating area. Whether you are a resident or a visitor, Arabian Tea House is a must-visit for a taste of the UAE's unique culinary culture."
1842,SaraInScotland,"Edinburgh, Scotland",,,," An indulgent all-day dining restaurant showcasing flavors from around the world at Al Khiran Kitchen, horizons are meant to be expanded. This is true both literally, thanks to the panoramic views enjoyed from the restaurant’s two-level terrace, and figuratively, courtesy of the internationally inspired menu. Take a seat outdoors for a relaxing meal overlooking the pool and ocean or stay inside to watch the chefs in action through the open kitchen."
1843,marcobG2197FQ,,,,," Broastea fried chicken which serving fried chicken, pizza , burgers, sandwiches and juice"
1844,Daydream630467,,,,," This chic restaurant offers a wide range of delicious European, Asian and Middle Eastern dishes for breakfast, lunch and dinner. The choice is yours: from light, healthy options such as rocket and pear salad to mixed grills or lamb chops. If you love freshly prepared food, ask our chef to prepare his daily specials."
1845,noufs489,,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1846,G7988EQsalims,,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1847,amaraQ8813WD,,,,," Following good traditions, Lucia’s proposes a dining experience that lives in the traditional past, but is also enjoyed by today’s modern diner who also seeks a taste a of the past."
1848,101odaya,,,,, Middle Eastern Food in our special way.
1849,lobnag2017,,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1850,richardaZ1542HF,,,,," Caramel Restaurant & Lounge Muscat, at the Opera Galleri is a sophisticated contemporary-American restaurant perfect for a quick bite or business lunch. By night, Caramel Restaurant & Lounge transforms into an exciting and energetic ultra-lounge serving flavorful decadent plates and offering a full-service bar; ideal for unwinding with co-workers or a fun filled night with close friends."
1851,684ciar_nc,,,,," Caramel Restaurant & Lounge Muscat, at the Opera Galleri is a sophisticated contemporary-American restaurant perfect for a quick bite or business lunch. By night, Caramel Restaurant & Lounge transforms into an exciting and energetic ultra-lounge serving flavorful decadent plates and offering a full-service bar; ideal for unwinding with co-workers or a fun filled night with close friends."
1852,Flyer54556224699,"Oslo, Eastern Norway",,,," Kui-Zin, this name is a play on words: Kui for ""cooked"" and Zin which means ""good"" in Arabic. ""Good"", even ""Better"" is our concept. And, to succeed in this challenge, we opted for ""homemade"": concocted by our chef Kenza, who lived 12 years in Italy and is passionate about culinary creation. she offers a varied menu: Moroccan, Italian, French dishes and revisited recipes. Natural, fresh products and aromatic herbs are featured at Kui-Zin. We take advantage of all the benefits of the products of our beautiful country to make you discover the magic of flavors, scents, and tastes, all in a lively and dynamic atmosphere provided by nice music and a charming terrace."
1853,isurindad,,,,," Elevate your dining experience at 1484 by Puro. A simple combination of stunning location, sleek design and surprising food combinations. Bring an appetite for the best things in life. Be rewarded with a meal to remember. 1484 by Puro is named according to its height above sea level – 1,484 meters. Positioned overlooking the highest peak in the United Arab Emirates, this unique restaurant boasts a magnificent panorama of Jebel Jais and its otherworldly landscape. Our refreshing menu comprises both the healthy and hearty. Fresh local ingredients are to the fore, with a nod to the delights of the Arabian Gulf only meters away. Savor a nourishing breakfast on the terrace with friends, select something special a la carte and keep room for a sweet finish."
1854,gracelM2714IV,,,,," At Hi Broast Restaurant Sharjah we offer meals of excellent quality and invite you to try our delicious food. The key to our success is simple: providing quality consistent food that taste great every single time. We pride ourselves on serving our customers delicious genuine dishes like: Pizza, Fast Food, Sandwiches Eat delicious food. Grab a drink. But most of all, relax! We thank you from the bottom of our hearts for your continued support."
1855,shreyap208,,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1856,Curiosity52467496896,"Muscat, Muscat Governorate",,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1857,mooon9888,Muscat Governorate,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1858,alilF6972TQ,,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1859,mohanneda803,,,,," Caramel Restaurant & Lounge Muscat, at the Opera Galleri is a sophisticated contemporary-American restaurant perfect for a quick bite or business lunch. By night, Caramel Restaurant & Lounge transforms into an exciting and energetic ultra-lounge serving flavorful decadent plates and offering a full-service bar; ideal for unwinding with co-workers or a fun filled night with close friends."
1860,570ream,"Dubai, Emirate of Dubai",,,," Welcome to Man O Salwa, where exquisite flavors of Pakistani and Indian cuisine await you. Our restaurant proudly offers diverse halal dishes crafted with authentic recipes and premium ingredients. From aromatic biryanis to sizzling kebabs and rich curries, each bite promises a culinary journey through the vibrant streets of South Asia. Join us and indulge in a delightful experience celebrating traditional flavors and warm hospitality."""
1861,CountryHopper199216,"Agra, Agra District, Uttar Pradesh",,,," When it comes to dining out, everyone looks for the best restaurant in dubai that can offer them a memorable food experience. If you are also a food connoisseur who loves to dine at premium restaurants, Golden Fork is the perfect place for you! Our restaurant offers a wide variety of choices for everyone. We happen to be a premier multi-cuisine seafood fine dining restaurant in Dubai which you must visit with your family and friends."
1862,balhashmi,"Muscat, Muscat Governorate",,,," Authentic Lebanese Restaurant located in the heart of Umm Al Quwain, serving with excellence and reliability. Variety of cuisines from the taste of Lebanon to American street food and Italian is being served - we also specialize in catering service along with providing a fine dining experience."
1863,A8081PFgraceo,,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
1864,C9303RWdonp,,,,," Kui-Zin, this name is a play on words: Kui for ""cooked"" and Zin which means ""good"" in Arabic. ""Good"", even ""Better"" is our concept. And, to succeed in this challenge, we opted for ""homemade"": concocted by our chef Kenza, who lived 12 years in Italy and is passionate about culinary creation. she offers a varied menu: Moroccan, Italian, French dishes and revisited recipes. Natural, fresh products and aromatic herbs are featured at Kui-Zin. We take advantage of all the benefits of the products of our beautiful country to make you discover the magic of flavors, scents, and tastes, all in a lively and dynamic atmosphere provided by nice music and a charming terrace."
1865,Zaghou,"Cairo, Cairo Governorate",,,," The internationally-trained chefs will spoil your senses with a light & fresh take on traditional Levantine specialities. Walk-in or book for ultimate dining experience, as well as private dining events."
1866,FITxxx,Riffa,,,," Following good traditions, Lucia’s proposes a dining experience that lives in the traditional past, but is also enjoyed by today’s modern diner who also seeks a taste a of the past."
